opinion_id,product_name,sentiment,opinion,score,date,neg,neu,pos,compound,vader_sentiment
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,no data,no data,no data,no data,no data,0.688,0.312,0.0,-0.296,negative
no data,EcoHeat Portable Heater,positive,Absolutely love this product!,5.0,no data,0.0,0.385,0.615,0.6989,positive
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data,0.0,0.435,0.565,0.5994,positive
no data,AquaPure Water Filter,positive,Absolutely love this product!,5.0,no data,0.0,0.385,0.615,0.6989,positive
no data,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,no data,0.0,0.649,0.351,0.4019,positive
no data,AeroCoffee Maker 3,positive,Great quality and easy to use.,4.0,no data,0.0,0.364,0.636,0.7906,positive
no data,ThunderGaming Mouse GX,positive,Absolutely love this product!,4.0,no data,0.0,0.385,0.615,0.6989,positive
no data,PureSound BT Speaker,positive,Exceeded my expectations.,5.0,no data,0.0,1.0,0.0,0.0,neutral
no data,PureSound BT Speaker,positive,Great quality and easy to use.,4.0,no data,0.0,0.364,0.636,0.7906,positive
no data,FreshBlend Mini Blender,positive,Great quality and easy to use.,4.0,no data,0.0,0.364,0.636,0.7906,positive
no data,EcoHeat Portable Heater,positive,Works perfectly and looks great.,5.0,no data,0.0,0.265,0.735,0.8519,positive
no data,SmartWatch X10,positive,Great quality and easy to use.,4.0,no data,0.0,0.364,0.636,0.7906,positive
no data,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,no data,0.0,1.0,0.0,0.0,neutral
no data,AquaPure Water Filter,positive,Absolutely love this product!,5.0,no data,0.0,0.385,0.615,0.6989,positive
no data,AeroCoffee Maker 3,positive,Works perfectly and looks great.,5.0,no data,0.0,0.265,0.735,0.8519,positive
no data,PureSound BT Speaker,positive,Great quality and easy to use.,4.0,no data,0.0,0.364,0.636,0.7906,positive
no data,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,no data,0.0,0.649,0.351,0.4019,positive
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data,0.0,0.435,0.565,0.5994,positive
no data,SmartWatch X10,positive,Absolutely love this product!,4.0,no data,0.0,0.385,0.615,0.6989,positive
no data,AquaPure Water Filter,positive,Amazing performance!,4.0,no data,0.0,0.196,0.804,0.6239,positive
no data,SkyView 4K Drone,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,PureSound BT Speaker,positive,Absolutely love this product!,4.0,no data,0.0,0.385,0.615,0.6989,positive
no data,SmartWatch X10,positive,Fantastic value for the price.,4.0,no data,0.0,0.333,0.667,0.7184,positive
no data,EcoHeat Portable Heater,positive,Exceeded my expectations.,4.0,no data,0.0,1.0,0.0,0.0,neutral
no data,AquaPure Water Filter,positive,Exceeded my expectations.,4.0,no data,0.0,1.0,0.0,0.0,neutral
no data,ThunderGaming Mouse GX,positive,Highly recommended!,5.0,no data,0.0,0.295,0.705,0.3367,positive
no data,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,no data,0.0,0.435,0.565,0.5994,positive
no data,LuminaDesk LED Lamp,positive,Exceeded my expectations.,4.0,no data,0.0,1.0,0.0,0.0,neutral
no data,UltraSound Earbuds Pro,positive,Great quality and easy to use.,5.0,no data,0.0,0.364,0.636,0.7906,positive
no data,LuminaDesk LED Lamp,positive,One of the best purchases I've made.,5.0,no data,0.0,0.588,0.412,0.6369,positive
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data,0.0,0.435,0.565,0.5994,positive
no data,AeroCoffee Maker 3,positive,Exceeded my expectations.,4.0,no data,0.0,1.0,0.0,0.0,neutral
no data,AeroCoffee Maker 3,positive,Exceeded my expectations.,5.0,no data,0.0,1.0,0.0,0.0,neutral
no data,EcoHeat Portable Heater,positive,Fantastic value for the price.,4.0,no data,0.0,0.333,0.667,0.7184,positive
no data,SkyView 4K Drone,positive,Works perfectly and looks great.,5.0,no data,0.0,0.265,0.735,0.8519,positive
no data,AquaPure Water Filter,positive,One of the best purchases I've made.,4.0,no data,0.0,0.588,0.412,0.6369,positive
no data,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,5.0,no data,0.0,0.265,0.735,0.8519,positive
no data,SmartWatch X10,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,EcoHeat Portable Heater,positive,Super convenient and reliable.,5.0,no data,0.0,0.435,0.565,0.5994,positive
no data,SmartWatch X10,positive,Highly recommended!,5.0,no data,0.0,0.295,0.705,0.3367,positive
no data,LuminaDesk LED Lamp,positive,Amazing performance!,5.0,no data,0.0,0.196,0.804,0.6239,positive
no data,EcoHeat Portable Heater,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,SmartWatch X10,positive,Absolutely love this product!,4.0,no data,0.0,0.385,0.615,0.6989,positive
no data,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,4.0,no data,0.0,0.265,0.735,0.8519,positive
no data,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,SmartWatch X10,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,LuminaDesk LED Lamp,positive,Works perfectly and looks great.,5.0,no data,0.0,0.265,0.735,0.8519,positive
no data,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,SkyView 4K Drone,positive,Highly recommended!,5.0,no data,0.0,0.295,0.705,0.3367,positive
no data,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,no data,0.0,1.0,0.0,0.0,neutral
no data,AeroCoffee Maker 3,positive,Highly recommended!,5.0,no data,0.0,0.295,0.705,0.3367,positive
no data,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,no data,0.0,0.649,0.351,0.4019,positive
no data,PureSound BT Speaker,positive,Fantastic value for the price.,4.0,no data,0.0,0.333,0.667,0.7184,positive
no data,SmartWatch X10,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,PureSound BT Speaker,positive,I would definitely buy it again.,5.0,no data,0.0,0.649,0.351,0.4019,positive
no data,FreshBlend Mini Blender,positive,Exceeded my expectations.,5.0,no data,0.0,1.0,0.0,0.0,neutral
no data,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,no data,0.0,0.649,0.351,0.4019,positive
no data,SkyView 4K Drone,positive,Absolutely love this product!,5.0,no data,0.0,0.385,0.615,0.6989,positive
no data,EcoHeat Portable Heater,positive,Absolutely love this product!,4.0,no data,0.0,0.385,0.615,0.6989,positive
no data,PureSound BT Speaker,positive,Amazing performance!,4.0,no data,0.0,0.196,0.804,0.6239,positive
no data,SmartWatch X10,positive,Fantastic value for the price.,4.0,no data,0.0,0.333,0.667,0.7184,positive
no data,SmartWatch X10,positive,One of the best purchases I've made.,4.0,no data,0.0,0.588,0.412,0.6369,positive
no data,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,no data,0.0,0.588,0.412,0.6369,positive
no data,SmartWatch X10,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,AeroCoffee Maker 3,positive,Amazing performance!,4.0,no data,0.0,0.196,0.804,0.6239,positive
no data,UltraSound Earbuds Pro,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,AquaPure Water Filter,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,no data,0.0,0.588,0.412,0.6369,positive
no data,AquaPure Water Filter,positive,Works perfectly and looks great.,5.0,no data,0.0,0.265,0.735,0.8519,positive
no data,UltraSound Earbuds Pro,positive,One of the best purchases I've made.,4.0,no data,0.0,0.588,0.412,0.6369,positive
no data,AeroCoffee Maker 3,positive,Fantastic value for the price.,4.0,no data,0.0,0.333,0.667,0.7184,positive
no data,FreshBlend Mini Blender,positive,Amazing performance!,5.0,no data,0.0,0.196,0.804,0.6239,positive
no data,AeroCoffee Maker 3,positive,Highly recommended!,5.0,no data,0.0,0.295,0.705,0.3367,positive
no data,FreshBlend Mini Blender,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,SmartWatch X10,positive,Super convenient and reliable.,4.0,no data,0.0,0.435,0.565,0.5994,positive
no data,UltraSound Earbuds Pro,positive,Super convenient and reliable.,4.0,no data,0.0,0.435,0.565,0.5994,positive
no data,EcoHeat Portable Heater,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,no data,0.0,0.649,0.351,0.4019,positive
no data,EcoHeat Portable Heater,positive,Works perfectly and looks great.,4.0,no data,0.0,0.265,0.735,0.8519,positive
no data,SmartWatch X10,positive,Exceeded my expectations.,5.0,no data,0.0,1.0,0.0,0.0,neutral
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data,0.0,0.435,0.565,0.5994,positive
no data,AquaPure Water Filter,positive,Highly recommended!,4.0,no data,0.0,0.295,0.705,0.3367,positive
no data,ThunderGaming Mouse GX,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,no data,0.0,0.435,0.565,0.5994,positive
no data,LuminaDesk LED Lamp,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,no data,0.0,0.385,0.615,0.6989,positive
no data,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,no data,0.0,0.649,0.351,0.4019,positive
no data,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,no data,0.0,0.385,0.615,0.6989,positive
no data,SkyView 4K Drone,positive,Great quality and easy to use.,4.0,no data,0.0,0.364,0.636,0.7906,positive
no data,SmartWatch X10,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,no data,0.0,0.649,0.351,0.4019,positive
no data,SkyView 4K Drone,positive,One of the best purchases I've made.,4.0,no data,0.0,0.588,0.412,0.6369,positive
no data,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,no data,0.0,0.649,0.351,0.4019,positive
no data,UltraSound Earbuds Pro,positive,Exceeded my expectations.,4.0,no data,0.0,1.0,0.0,0.0,neutral
no data,SmartWatch X10,positive,Fantastic value for the price.,4.0,no data,0.0,0.333,0.667,0.7184,positive
no data,AeroCoffee Maker 3,positive,I would definitely buy it again.,4.0,no data,0.0,0.649,0.351,0.4019,positive
no data,AeroCoffee Maker 3,positive,Fantastic value for the price.,5.0,no data,0.0,0.333,0.667,0.7184,positive
no data,AquaPure Water Filter,positive,Amazing performance!,4.0,no data,0.0,0.196,0.804,0.6239,positive
no data,PureSound BT Speaker,positive,Super convenient and reliable.,5.0,no data,0.0,0.435,0.565,0.5994,positive
no data,PureSound BT Speaker,positive,Amazing performance!,4.0,no data,0.0,0.196,0.804,0.6239,positive
no data,ThunderGaming Mouse GX,positive,Works perfectly and looks great.,4.0,no data,0.0,0.265,0.735,0.8519,positive
no data,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,no data,0.583,0.417,0.0,-0.6808,negative
no data,AquaPure Water Filter,negative,Unreliable and poorly made.,1.0,no data,0.0,1.0,0.0,0.0,neutral
no data,ThunderGaming Mouse GX,negative,Terrible performance.,0.0,no data,0.756,0.244,0.0,-0.4767,negative
no data,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,no data,0.583,0.417,0.0,-0.6808,negative
no data,LuminaDesk LED Lamp,negative,Poor quality and difficult to use.,2.0,no data,0.583,0.417,0.0,-0.6808,negative
no data,AquaPure Water Filter,negative,Stopped working after a short time.,1.0,no data,0.275,0.725,0.0,-0.2263,negative
no data,ThunderGaming Mouse GX,negative,Terrible performance.,2.0,no data,0.756,0.244,0.0,-0.4767,negative
no data,AquaPure Water Filter,negative,Did not meet my expectations.,1.0,no data,0.0,1.0,0.0,0.0,neutral
no data,AeroCoffee Maker 3,negative,I wouldn't buy it again.,0.0,no data,0.0,1.0,0.0,0.0,neutral
no data,LuminaDesk LED Lamp,negative,Very disappointed with this product.,0.0,no data,0.459,0.541,0.0,-0.5256,negative
no data,SkyView 4K Drone,negative,Terrible performance.,0.0,no data,0.756,0.244,0.0,-0.4767,negative
no data,FreshBlend Mini Blender,negative,Terrible performance.,1.0,no data,0.756,0.244,0.0,-0.4767,negative
no data,SmartWatch X10,negative,I wouldn't buy it again.,0.0,no data,0.0,1.0,0.0,0.0,neutral
