opinion_id,product_name,sentiment,opinion,score,date
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,no data,no data,no data,no data,no data
no data,EcoHeat Portable Heater,positive,Absolutely love this product!,5.0,no data
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data
no data,AquaPure Water Filter,positive,Absolutely love this product!,5.0,no data
no data,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,no data
no data,AeroCoffee Maker 3,positive,Great quality and easy to use.,4.0,no data
no data,ThunderGaming Mouse GX,positive,Absolutely love this product!,4.0,no data
no data,PureSound BT Speaker,positive,Exceeded my expectations.,5.0,no data
no data,PureSound BT Speaker,positive,Great quality and easy to use.,4.0,no data
no data,FreshBlend Mini Blender,positive,Great quality and easy to use.,4.0,no data
no data,EcoHeat Portable Heater,positive,Works perfectly and looks great.,5.0,no data
no data,SmartWatch X10,positive,Great quality and easy to use.,4.0,no data
no data,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,no data
no data,AquaPure Water Filter,positive,Absolutely love this product!,5.0,no data
no data,AeroCoffee Maker 3,positive,Works perfectly and looks great.,5.0,no data
no data,PureSound BT Speaker,positive,Great quality and easy to use.,4.0,no data
no data,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,no data
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data
no data,SmartWatch X10,positive,Absolutely love this product!,4.0,no data
no data,AquaPure Water Filter,positive,Amazing performance!,4.0,no data
no data,SkyView 4K Drone,positive,Fantastic value for the price.,5.0,no data
no data,PureSound BT Speaker,positive,Absolutely love this product!,4.0,no data
no data,SmartWatch X10,positive,Fantastic value for the price.,4.0,no data
no data,EcoHeat Portable Heater,positive,Exceeded my expectations.,4.0,no data
no data,AquaPure Water Filter,positive,Exceeded my expectations.,4.0,no data
no data,ThunderGaming Mouse GX,positive,Highly recommended!,5.0,no data
no data,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,no data
no data,LuminaDesk LED Lamp,positive,Exceeded my expectations.,4.0,no data
no data,UltraSound Earbuds Pro,positive,Great quality and easy to use.,5.0,no data
no data,LuminaDesk LED Lamp,positive,One of the best purchases I've made.,5.0,no data
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data
no data,AeroCoffee Maker 3,positive,Exceeded my expectations.,4.0,no data
no data,AeroCoffee Maker 3,positive,Exceeded my expectations.,5.0,no data
no data,EcoHeat Portable Heater,positive,Fantastic value for the price.,4.0,no data
no data,SkyView 4K Drone,positive,Works perfectly and looks great.,5.0,no data
no data,AquaPure Water Filter,positive,One of the best purchases I've made.,4.0,no data
no data,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,5.0,no data
no data,SmartWatch X10,positive,Fantastic value for the price.,5.0,no data
no data,EcoHeat Portable Heater,positive,Super convenient and reliable.,5.0,no data
no data,SmartWatch X10,positive,Highly recommended!,5.0,no data
no data,LuminaDesk LED Lamp,positive,Amazing performance!,5.0,no data
no data,EcoHeat Portable Heater,positive,Fantastic value for the price.,5.0,no data
no data,SmartWatch X10,positive,Absolutely love this product!,4.0,no data
no data,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,4.0,no data
no data,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,no data
no data,SmartWatch X10,positive,Fantastic value for the price.,5.0,no data
no data,LuminaDesk LED Lamp,positive,Works perfectly and looks great.,5.0,no data
no data,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,no data
no data,SkyView 4K Drone,positive,Highly recommended!,5.0,no data
no data,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,no data
no data,AeroCoffee Maker 3,positive,Highly recommended!,5.0,no data
no data,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,no data
no data,PureSound BT Speaker,positive,Fantastic value for the price.,4.0,no data
no data,SmartWatch X10,positive,Highly recommended!,4.0,no data
no data,PureSound BT Speaker,positive,I would definitely buy it again.,5.0,no data
no data,FreshBlend Mini Blender,positive,Exceeded my expectations.,5.0,no data
no data,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,no data
no data,SkyView 4K Drone,positive,Absolutely love this product!,5.0,no data
no data,EcoHeat Portable Heater,positive,Absolutely love this product!,4.0,no data
no data,PureSound BT Speaker,positive,Amazing performance!,4.0,no data
no data,SmartWatch X10,positive,Fantastic value for the price.,4.0,no data
no data,SmartWatch X10,positive,One of the best purchases I've made.,4.0,no data
no data,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,no data
no data,SmartWatch X10,positive,Highly recommended!,4.0,no data
no data,AeroCoffee Maker 3,positive,Amazing performance!,4.0,no data
no data,UltraSound Earbuds Pro,positive,Highly recommended!,4.0,no data
no data,AquaPure Water Filter,positive,Highly recommended!,4.0,no data
no data,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,no data
no data,AquaPure Water Filter,positive,Works perfectly and looks great.,5.0,no data
no data,UltraSound Earbuds Pro,positive,One of the best purchases I've made.,4.0,no data
no data,AeroCoffee Maker 3,positive,Fantastic value for the price.,4.0,no data
no data,FreshBlend Mini Blender,positive,Amazing performance!,5.0,no data
no data,AeroCoffee Maker 3,positive,Highly recommended!,5.0,no data
no data,FreshBlend Mini Blender,positive,Highly recommended!,4.0,no data
no data,SmartWatch X10,positive,Super convenient and reliable.,4.0,no data
no data,UltraSound Earbuds Pro,positive,Super convenient and reliable.,4.0,no data
no data,EcoHeat Portable Heater,positive,Highly recommended!,4.0,no data
no data,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,no data
no data,EcoHeat Portable Heater,positive,Works perfectly and looks great.,4.0,no data
no data,SmartWatch X10,positive,Exceeded my expectations.,5.0,no data
no data,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,no data
no data,AquaPure Water Filter,positive,Highly recommended!,4.0,no data
no data,ThunderGaming Mouse GX,positive,Fantastic value for the price.,5.0,no data
no data,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,no data
no data,LuminaDesk LED Lamp,positive,Fantastic value for the price.,5.0,no data
no data,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,no data
no data,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,no data
no data,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,no data
no data,SkyView 4K Drone,positive,Great quality and easy to use.,4.0,no data
no data,SmartWatch X10,positive,Fantastic value for the price.,5.0,no data
no data,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,no data
no data,SkyView 4K Drone,positive,One of the best purchases I've made.,4.0,no data
no data,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,no data
no data,UltraSound Earbuds Pro,positive,Exceeded my expectations.,4.0,no data
no data,SmartWatch X10,positive,Fantastic value for the price.,4.0,no data
no data,AeroCoffee Maker 3,positive,I would definitely buy it again.,4.0,no data
no data,AeroCoffee Maker 3,positive,Fantastic value for the price.,5.0,no data
no data,AquaPure Water Filter,positive,Amazing performance!,4.0,no data
no data,PureSound BT Speaker,positive,Super convenient and reliable.,5.0,no data
no data,PureSound BT Speaker,positive,Amazing performance!,4.0,no data
no data,ThunderGaming Mouse GX,positive,Works perfectly and looks great.,4.0,no data
no data,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,no data
no data,AquaPure Water Filter,negative,Unreliable and poorly made.,1.0,no data
no data,ThunderGaming Mouse GX,negative,Terrible performance.,0.0,no data
no data,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,no data
no data,LuminaDesk LED Lamp,negative,Poor quality and difficult to use.,2.0,no data
no data,AquaPure Water Filter,negative,Stopped working after a short time.,1.0,no data
no data,ThunderGaming Mouse GX,negative,Terrible performance.,2.0,no data
no data,AquaPure Water Filter,negative,Did not meet my expectations.,1.0,no data
no data,AeroCoffee Maker 3,negative,I wouldn't buy it again.,0.0,no data
no data,LuminaDesk LED Lamp,negative,Very disappointed with this product.,0.0,no data
no data,SkyView 4K Drone,negative,Terrible performance.,0.0,no data
no data,FreshBlend Mini Blender,negative,Terrible performance.,1.0,no data
no data,SmartWatch X10,negative,I wouldn't buy it again.,0.0,no data
no data,ThunderGaming Mouse GX,negative,One of the worst purchases I've made.,2.0,no data
no data,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,no data
no data,AeroCoffee Maker 3,negative,One of the worst purchases I've made.,1.0,no data
no data,PureSound BT Speaker,negative,I wouldn't buy it again.,2.0,no data
no data,UltraSound Earbuds Pro,negative,Not worth the price.,2.0,no data
no data,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,no data
no data,SmartWatch X10,negative,Did not meet my expectations.,0.0,no data
no data,SkyView 4K Drone,negative,I wouldn't buy it again.,0.0,no data
no data,UltraSound Earbuds Pro,negative,I wouldn't buy it again.,0.0,no data
no data,SmartWatch X10,negative,Did not meet my expectations.,2.0,no data
no data,SkyView 4K Drone,negative,Unreliable and poorly made.,2.0,no data
no data,SkyView 4K Drone,negative,One of the worst purchases I've made.,0.0,no data
no data,AquaPure Water Filter,negative,Very disappointed with this product.,1.0,no data
no data,PureSound BT Speaker,negative,Poor quality and difficult to use.,1.0,no data
no data,LuminaDesk LED Lamp,negative,Did not meet my expectations.,0.0,no data
no data,AquaPure Water Filter,negative,Poor quality and difficult to use.,1.0,no data
no data,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,no data
no data,LuminaDesk LED Lamp,negative,Definitely not recommended.,2.0,no data
no data,EcoHeat Portable Heater,negative,Terrible performance.,2.0,no data
no data,SmartWatch X10,negative,I wouldn't buy it again.,0.0,no data
no data,AquaPure Water Filter,negative,Did not meet my expectations.,2.0,no data
no data,SkyView 4K Drone,negative,Poor quality and difficult to use.,1.0,no data
no data,FreshBlend Mini Blender,negative,Stopped working after a short time.,2.0,no data
no data,LuminaDesk LED Lamp,negative,Unreliable and poorly made.,0.0,no data
no data,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,no data
no data,ThunderGaming Mouse GX,negative,I wouldn't buy it again.,0.0,no data
no data,UltraSound Earbuds Pro,negative,Did not meet my expectations.,0.0,no data
no data,PureSound BT Speaker,negative,Definitely not recommended.,0.0,no data
no data,ThunderGaming Mouse GX,negative,One of the worst purchases I've made.,2.0,no data
no data,UltraSound Earbuds Pro,negative,Stopped working after a short time.,2.0,no data
no data,SmartWatch X10,negative,I wouldn't buy it again.,1.0,no data
no data,EcoHeat Portable Heater,negative,Did not meet my expectations.,0.0,no data
no data,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,no data
no data,AeroCoffee Maker 3,negative,I wouldn't buy it again.,1.0,no data
no data,UltraSound Earbuds Pro,negative,Terrible performance.,0.0,no data
no data,FreshBlend Mini Blender,negative,Terrible performance.,2.0,no data
no data,SmartWatch X10,negative,Very disappointed with this product.,1.0,no data
no data,AeroCoffee Maker 3,negative,Terrible performance.,0.0,no data
no data,SmartWatch X10,negative,Terrible performance.,0.0,no data
no data,UltraSound Earbuds Pro,negative,Unreliable and poorly made.,2.0,no data
no data,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,no data
no data,AeroCoffee Maker 3,negative,Definitely not recommended.,0.0,no data
no data,SmartWatch X10,negative,Stopped working after a short time.,0.0,no data
no data,PureSound BT Speaker,negative,Not worth the price.,1.0,no data
no data,FreshBlend Mini Blender,negative,Poor quality and difficult to use.,1.0,no data
no data,AeroCoffee Maker 3,negative,Poor quality and difficult to use.,0.0,no data
no data,SkyView 4K Drone,negative,One of the worst purchases I've made.,0.0,no data
no data,SkyView 4K Drone,negative,Poor quality and difficult to use.,0.0,no data
no data,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,2.0,no data
no data,SmartWatch X10,negative,One of the worst purchases I've made.,2.0,no data
no data,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,no data
no data,LuminaDesk LED Lamp,negative,Did not meet my expectations.,2.0,no data
no data,UltraSound Earbuds Pro,negative,Not worth the price.,1.0,no data
no data,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,no data
no data,SmartWatch X10,negative,I wouldn't buy it again.,0.0,no data
no data,FreshBlend Mini Blender,negative,I wouldn't buy it again.,2.0,no data
no data,PureSound BT Speaker,negative,Unreliable and poorly made.,0.0,no data
no data,EcoHeat Portable Heater,negative,Unreliable and poorly made.,0.0,no data
no data,LuminaDesk LED Lamp,negative,Very disappointed with this product.,2.0,no data
no data,ThunderGaming Mouse GX,negative,Stopped working after a short time.,2.0,no data
no data,SmartWatch X10,negative,I wouldn't buy it again.,2.0,no data
no data,SmartWatch X10,negative,Stopped working after a short time.,0.0,no data
no data,AeroCoffee Maker 3,negative,Stopped working after a short time.,1.0,no data
no data,AeroCoffee Maker 3,negative,One of the worst purchases I've made.,1.0,no data
no data,EcoHeat Portable Heater,negative,Terrible performance.,1.0,no data
no data,EcoHeat Portable Heater,negative,I wouldn't buy it again.,1.0,no data
no data,AeroCoffee Maker 3,negative,Not worth the price.,1.0,no data
no data,AquaPure Water Filter,negative,Terrible performance.,1.0,no data
no data,ThunderGaming Mouse GX,negative,Unreliable and poorly made.,1.0,no data
no data,EcoHeat Portable Heater,negative,Unreliable and poorly made.,1.0,no data
no data,EcoHeat Portable Heater,negative,Not worth the price.,2.0,no data
no data,PureSound BT Speaker,negative,I wouldn't buy it again.,1.0,no data
no data,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,no data
no data,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,2.0,no data
no data,EcoHeat Portable Heater,negative,Unreliable and poorly made.,0.0,no data
no data,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,no data
no data,AquaPure Water Filter,negative,Very disappointed with this product.,2.0,no data
no data,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,no data
no data,AquaPure Water Filter,negative,Unreliable and poorly made.,0.0,no data
no data,LuminaDesk LED Lamp,negative,One of the worst purchases I've made.,1.0,no data
no data,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,no data
no data,SmartWatch X10,negative,Definitely not recommended.,2.0,no data
no data,PureSound BT Speaker,negative,Terrible performance.,2.0,no data
no data,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,1.0,no data
no data,SkyView 4K Drone,negative,Terrible performance.,2.0,no data
no data,SkyView 4K Drone,negative,I wouldn't buy it again.,2.0,no data
no data,LuminaDesk LED Lamp,negative,I wouldn't buy it again.,1.0,no data
1,Clair Obscur: Expedition 33 (PS5 Version),positive,There is good replay value thanks to optional content. I had a great time throughout.,4.0,2024-11-20
2,Clair Obscur: Expedition 33 (PS5 Version),positive,The attention to detail in the environments is remarkable. A wonderful example of quality in this genre.,5.0,2025-09-06
3,Clair Obscur: Expedition 33 (PS5 Version),positive,"Boss encounters feel challenging yet fair. Overall, a very enjoyable experience.",4.0,2025-07-18
4,Clair Obscur: Expedition 33 (PS5 Version),positive,The graphics look excellent on the PS5. It surpassed my expectations.,4.0,2025-01-31
5,Clair Obscur: Expedition 33 (PS5 Version),positive,"Combat feels smooth and responsive throughout. Overall, a very enjoyable experience.",4.0,2024-06-22
6,Clair Obscur: Expedition 33 (PS5 Version),positive,The level design is thoughtful and creative. I would gladly play it again.,5.0,2025-02-17
7,Clair Obscur: Expedition 33 (PS5 Version),positive,The level design is thoughtful and creative. It surpassed my expectations.,4.0,2024-08-12
8,Clair Obscur: Expedition 33 (PS5 Version),positive,Controls are intuitive and easy to get used to. A wonderful example of quality in this genre.,5.0,2025-04-05
9,Clair Obscur: Expedition 33 (PS5 Version),positive,"I found the characters memorable and well written. Overall, a very enjoyable experience.",4.0,2024-05-19
10,Clair Obscur: Expedition 33 (PS5 Version),positive,The attention to detail in the environments is remarkable. A wonderful example of quality in this genre.,5.0,2024-04-20
11,Clair Obscur: Expedition 33 (PS5 Version),positive,I genuinely enjoyed the game from start to finish. A wonderful example of quality in this genre.,5.0,2025-01-04
12,Clair Obscur: Expedition 33 (PS5 Version),positive,"This quickly became one of my favorite PS5 releases. Overall, a very enjoyable experience.",5.0,2024-04-16
13,Clair Obscur: Expedition 33 (PS5 Version),positive,The game feels polished and carefully crafted. I would gladly play it again.,4.0,2024-01-12
14,Clair Obscur: Expedition 33 (PS5 Version),positive,The game performs well with almost no technical issues. A wonderful example of quality in this genre.,4.0,2024-12-03
15,Clair Obscur: Expedition 33 (PS5 Version),positive,There is good replay value thanks to optional content. A wonderful example of quality in this genre.,5.0,2024-05-27
16,Clair Obscur: Expedition 33 (PS5 Version),positive,The sound design and music are very impressive. Definitely worth checking out if you enjoy adventure games.,5.0,2025-08-07
17,Clair Obscur: Expedition 33 (PS5 Version),positive,I would confidently recommend this to others. A wonderful example of quality in this genre.,4.0,2024-08-11
18,Clair Obscur: Expedition 33 (PS5 Version),positive,I genuinely enjoyed the game from start to finish. I had a great time throughout.,5.0,2025-03-03
19,Clair Obscur: Expedition 33 (PS5 Version),positive,Boss encounters feel challenging yet fair. Definitely worth checking out if you enjoy adventure games.,5.0,2024-06-10
20,Clair Obscur: Expedition 33 (PS5 Version),positive,Controls are intuitive and easy to get used to. Definitely worth checking out if you enjoy adventure games.,5.0,2024-08-12
21,Clair Obscur: Expedition 33 (PS5 Version),positive,The sound design and music are very impressive. Definitely worth checking out if you enjoy adventure games.,4.0,2025-06-19
22,Clair Obscur: Expedition 33 (PS5 Version),positive,This quickly became one of my favorite PS5 releases. It surpassed my expectations.,5.0,2024-09-24
23,Clair Obscur: Expedition 33 (PS5 Version),positive,The difficulty settings are well designed. I would gladly play it again.,4.0,2024-04-20
24,Clair Obscur: Expedition 33 (PS5 Version),positive,Controls are intuitive and easy to get used to. I would gladly play it again.,4.0,2025-01-01
25,Clair Obscur: Expedition 33 (PS5 Version),positive,The sound design and music are very impressive. Definitely worth checking out if you enjoy adventure games.,5.0,2024-04-13
26,Clair Obscur: Expedition 33 (PS5 Version),positive,The atmosphere is immersive and kept me engaged. It surpassed my expectations.,5.0,2024-06-23
27,Clair Obscur: Expedition 33 (PS5 Version),positive,"The difficulty settings are well designed. Overall, a very enjoyable experience.",5.0,2024-07-01
28,Clair Obscur: Expedition 33 (PS5 Version),positive,"The game feels polished and carefully crafted. Overall, a very enjoyable experience.",4.0,2025-11-21
29,Clair Obscur: Expedition 33 (PS5 Version),positive,"The difficulty settings are well designed. Overall, a very enjoyable experience.",5.0,2025-03-23
30,Clair Obscur: Expedition 33 (PS5 Version),positive,I would confidently recommend this to others. A wonderful example of quality in this genre.,4.0,2025-07-12
31,Clair Obscur: Expedition 33 (PS5 Version),positive,The game feels polished and carefully crafted. Definitely worth checking out if you enjoy adventure games.,5.0,2025-03-01
32,Clair Obscur: Expedition 33 (PS5 Version),positive,Side activities feel meaningful and enjoyable. I had a great time throughout.,4.0,2024-07-16
33,Clair Obscur: Expedition 33 (PS5 Version),positive,"This quickly became one of my favorite PS5 releases. Overall, a very enjoyable experience.",5.0,2024-04-04
34,Clair Obscur: Expedition 33 (PS5 Version),positive,There is good replay value thanks to optional content. Definitely worth checking out if you enjoy adventure games.,4.0,2025-07-24
35,Clair Obscur: Expedition 33 (PS5 Version),positive,The level design is thoughtful and creative. I had a great time throughout.,5.0,2025-10-23
36,Clair Obscur: Expedition 33 (PS5 Version),positive,The game feels polished and carefully crafted. A wonderful example of quality in this genre.,5.0,2024-01-06
37,Clair Obscur: Expedition 33 (PS5 Version),positive,The atmosphere is immersive and kept me engaged. A wonderful example of quality in this genre.,5.0,2024-08-11
38,Clair Obscur: Expedition 33 (PS5 Version),positive,Boss encounters feel challenging yet fair. It surpassed my expectations.,4.0,2025-08-10
39,Clair Obscur: Expedition 33 (PS5 Version),positive,The pacing of the game is balanced and satisfying. It surpassed my expectations.,4.0,2024-02-29
40,Clair Obscur: Expedition 33 (PS5 Version),positive,Side activities feel meaningful and enjoyable. It surpassed my expectations.,4.0,2025-08-09
41,Clair Obscur: Expedition 33 (PS5 Version),positive,The pacing of the game is balanced and satisfying. I had a great time throughout.,5.0,2025-04-05
42,Clair Obscur: Expedition 33 (PS5 Version),positive,Side activities feel meaningful and enjoyable. A wonderful example of quality in this genre.,5.0,2025-05-24
43,Clair Obscur: Expedition 33 (PS5 Version),positive,The game performs well with almost no technical issues. I would gladly play it again.,5.0,2024-07-04
44,Clair Obscur: Expedition 33 (PS5 Version),positive,Combat feels smooth and responsive throughout. It surpassed my expectations.,4.0,2024-11-20
45,Clair Obscur: Expedition 33 (PS5 Version),positive,"The sound design and music are very impressive. Overall, a very enjoyable experience.",4.0,2024-07-03
46,Clair Obscur: Expedition 33 (PS5 Version),positive,I would confidently recommend this to others. Definitely worth checking out if you enjoy adventure games.,5.0,2025-04-24
