"product_name","opinion_id","sentiment","opinion"
"The Witcher 3: Wild Hunt","108","Neutral","Candles. I keep lighting candles instead of looting."
"The Witcher 3: Wild Hunt","109","Positive","A masterclass in storytelling."
"The Witcher 3: Wild Hunt","110","Positive","Even the fetch quests have a story twist."
"The Witcher 3: Wild Hunt","111","Negative","Roach stopped moving. Had to reload."
"The Witcher 3: Wild Hunt","112","Positive","High replay value."
"The Witcher 3: Wild Hunt","113","Positive","The Ladies of the Wood are terrifying."
"The Witcher 3: Wild Hunt","114","Neutral","Skill tree is a bit basic."
"The Witcher 3: Wild Hunt","115","Positive","Unforgettable."
"The Witcher 3: Wild Hunt","116","Positive","The Polish voice acting is authentic."
"The Witcher 3: Wild Hunt","117","Positive","Dynamic weather is great."
"The Witcher 3: Wild Hunt","118","Negative","Why can't I fast travel from anywhere?"
"The Witcher 3: Wild Hunt","119","Positive","Looks like a painting."
"The Witcher 3: Wild Hunt","120","Positive","Best dad simulator."
"The Witcher 3: Wild Hunt","121","Neutral","Some textures pop in."
"The Witcher 3: Wild Hunt","122","Positive","The political intrigue is smart."
"The Witcher 3: Wild Hunt","123","Positive","Runs smooth on my PC."
"The Witcher 3: Wild Hunt","124","Negative","Too many sirens in Skellige waters."
"The Witcher 3: Wild Hunt","125","Positive","Gwent should be an Olympic sport."
"The Witcher 3: Wild Hunt","126","Positive","I feel empty now that I finished it."
"The Witcher 3: Wild Hunt","127","Neutral","Camera angles can get bad in corners."
"The Witcher 3: Wild Hunt","128","Positive","Incredible DLCs."
"The Witcher 3: Wild Hunt","129","Positive","The monster bestiary is huge."
"The Witcher 3: Wild Hunt","130","Negative","Overrated combat."
"The Witcher 3: Wild Hunt","131","Positive","Loved every second."
"The Witcher 3: Wild Hunt","132","Positive","The philosophical questions it raises are deep."
"The Witcher 3: Wild Hunt","133","Neutral","Looting animation takes too long."
"The Witcher 3: Wild Hunt","134","Positive","Immersive."
"The Witcher 3: Wild Hunt","135","Positive","A benchmark for the industry."
"The Witcher 3: Wild Hunt","136","Negative","Too grim sometimes."
"The Witcher 3: Wild Hunt","137","Positive","The dynamic between Geralt and Dandelion is funny."
"The Witcher 3: Wild Hunt","138","Positive","Top 3 games of all time."
"The Witcher 3: Wild Hunt","139","Neutral","Crossbow is weak."
"The Witcher 3: Wild Hunt","140","Positive","Exceeded expectations."
"The Witcher 3: Wild Hunt","141","Positive","The world doesn't revolve around you, which is refreshing."
"The Witcher 3: Wild Hunt","142","Negative","Escort missions are bad."
"The Witcher 3: Wild Hunt","143","Positive","Brilliant."
"The Witcher 3: Wild Hunt","144","Positive","Superb writing."
"The Witcher 3: Wild Hunt","145","Neutral","Durability system is outdated."
"The Witcher 3: Wild Hunt","146","Positive","Phenomenal."
"The Witcher 3: Wild Hunt","147","Positive","Spent 200 hours, barely halfway."
"The Witcher 3: Wild Hunt","148","Negative","Some bugs still exist."
"The Witcher 3: Wild Hunt","149","Positive","Beautiful soundtrack."
"The Witcher 3: Wild Hunt","150","Positive","Emotional rollercoaster."
"The Witcher 3: Wild Hunt","151","Neutral","Need a mod for weight limit."
"The Witcher 3: Wild Hunt","152","Positive","Spectacular."
"The Witcher 3: Wild Hunt","153","Positive","The gold standard."
"The Witcher 3: Wild Hunt","154","Negative","Foglets are annoying."
"The Witcher 3: Wild Hunt","155","Positive","Perfect quarantine game."
"The Witcher 3: Wild Hunt","156","Positive","Box art is iconic."
"The Witcher 3: Wild Hunt","157","Neutral","Too much walking."
"The Witcher 3: Wild Hunt","158","Positive","Amazing."
"The Witcher 3: Wild Hunt","159","Positive","Gwent is life."
"The Witcher 3: Wild Hunt","160","Negative","Inventory clutter."
"The Witcher 3: Wild Hunt","161","Positive","Great value."
"The Witcher 3: Wild Hunt","162","Positive","My favorite game."
"The Witcher 3: Wild Hunt","163","Neutral","Combat is repetitive."
"The Witcher 3: Wild Hunt","164","Positive","Iconic."
"The Witcher 3: Wild Hunt","165","Positive","Fun."
"The Witcher 3: Wild Hunt","166","Negative","Roach is dumb."
"The Witcher 3: Wild Hunt","167","Positive","Dream game."
"The Witcher 3: Wild Hunt","168","Positive","Breathtaking."
"The Witcher 3: Wild Hunt","169","Neutral","Hard to learn."
"The Witcher 3: Wild Hunt","170","Positive","The best."
"The Witcher 3: Wild Hunt","171","Positive","Detailed."
"The Witcher 3: Wild Hunt","172","Negative","Crashed once."
"The Witcher 3: Wild Hunt","173","Positive","Awesome."
"The Witcher 3: Wild Hunt","174","Positive","Epic story."
"The Witcher 3: Wild Hunt","175","Neutral","Slow start."
"The Witcher 3: Wild Hunt","176","Positive","Great variety."
"The Witcher 3: Wild Hunt","177","Positive","Spectacular result."
"The Witcher 3: Wild Hunt","178","Negative","Too long."
"The Witcher 3: Wild Hunt","179","Positive","Love Ciri."
"The Witcher 3: Wild Hunt","180","Positive","Highly detailed."
"The Witcher 3: Wild Hunt","181","Neutral","Ui is small."
"The Witcher 3: Wild Hunt","182","Positive","Totally worth it."
"The Witcher 3: Wild Hunt","183","Positive","Impressive."
"The Witcher 3: Wild Hunt","184","Negative","Overhyped."
"The Witcher 3: Wild Hunt","185","Positive","RPG dream."
"The Witcher 3: Wild Hunt","186","Positive","Unbelievable scale."
"The Witcher 3: Wild Hunt","187","Neutral","Clunky."
"The Witcher 3: Wild Hunt","188","Positive","Game of the year."
"The Witcher 3: Wild Hunt","189","Positive","Great gift."
"The Witcher 3: Wild Hunt","190","Positive","Looks real."
"The Witcher 3: Wild Hunt","191","Negative","Glitchy."
"The Witcher 3: Wild Hunt","192","Positive","Pure awesome."
"The Witcher 3: Wild Hunt","193","Positive","Loved it."
"The Witcher 3: Wild Hunt","194","Neutral","Takes a long time."
"The Witcher 3: Wild Hunt","195","Positive","Masterpiece."
"The Witcher 3: Wild Hunt","196","Positive","Huge."
"The Witcher 3: Wild Hunt","197","Negative","Hard."
"The Witcher 3: Wild Hunt","198","Positive","Amazing details."
"The Witcher 3: Wild Hunt","199","Positive","Fantasy heaven."
"The Witcher 3: Wild Hunt","200","Positive","The best game in history."
