product_name,opinion_id,sentiment,opinion,score,date
Samsung Earbuds,76,positive,Great sound quality and very comfortable!,4,2025-02-17
Samsung Earbuds,77,positive,"Battery life is amazing, King!",5,2025-06-19
Samsung Earbuds,78,positive,Touch controls are very responsive.,4,2025-09-14
Samsung Earbuds,79,positive,Super lightweight and fits perfectly.,4,2025-10-28
Samsung Earbuds,80,positive,"Battery life is amazing, King!",4,2025-11-22
Samsung Earbuds,81,positive,Perfect for workouts.,5,2025-09-11
Samsung Earbuds,82,positive,Love the sleek design 😄,4,2025-09-06
Samsung Earbuds,83,positive,Perfect for workouts.,5,2025-02-22
Samsung Earbuds,84,positive,Noise cancellation works really well.,5,2025-03-30
Samsung Earbuds,85,positive,Perfect for workouts.,4,2025-04-30
Samsung Earbuds,86,positive,Super lightweight and fits perfectly.,4,2025-06-26
Samsung Earbuds,87,positive,Noise cancellation works really well.,5,2024-12-07
Samsung Earbuds,88,positive,Great sound quality and very comfortable!,4,2025-01-14
Samsung Earbuds,89,positive,Great sound quality and very comfortable!,4,2025-11-20
Samsung Earbuds,90,positive,Connectivity is fast and stable.,5,2025-04-26
Samsung Earbuds,91,positive,Touch controls are very responsive.,5,2025-07-05
Samsung Earbuds,92,positive,Bass is deep and rich!,4,2025-06-24
Samsung Earbuds,93,positive,"Battery life is amazing, King!",5,2025-09-22
Samsung Earbuds,94,positive,Love the sleek design 😄,5,2025-11-07
Samsung Earbuds,95,positive,Touch controls are very responsive.,4,2025-01-10
Samsung Earbuds,96,positive,Love the sleek design 😄,5,2025-07-05
Samsung Earbuds,97,positive,Bass is deep and rich!,4,2025-07-28
Samsung Earbuds,98,positive,Great sound quality and very comfortable!,4,2025-06-24
Samsung Earbuds,99,positive,Great sound quality and very comfortable!,5,2025-09-19
Samsung Earbuds,100,positive,Connectivity is fast and stable.,5,2025-11-22
Samsung Earbuds,101,negative,Noise cancellation barely works.,2,2025-07-07
Samsung Earbuds,102,negative,Connectivity keeps dropping.,2,2025-08-08
Samsung Earbuds,103,negative,Noise cancellation barely works.,0,2025-08-29
Samsung Earbuds,104,negative,Design feels cheap.,0,2025-07-06
Samsung Earbuds,105,negative,Charging case scratches easily.,0,2025-11-07
Samsung Earbuds,106,negative,Design feels cheap.,0,2025-09-13
Samsung Earbuds,107,negative,Noise cancellation barely works.,0,2025-07-05
Samsung Earbuds,108,negative,Battery drains too fast.,1,2025-08-21
Samsung Earbuds,109,negative,Charging case scratches easily.,2,2025-01-23
Samsung Earbuds,110,negative,Bass is too weak.,1,2025-03-22
Samsung Earbuds,111,negative,Charging case scratches easily.,0,2025-03-31
Samsung Earbuds,112,negative,Touch controls feel unresponsive.,2,2024-12-26
Samsung Earbuds,113,negative,Sound quality is disappointing.,1,2024-11-28
Samsung Earbuds,114,negative,Design feels cheap.,1,2025-06-16
Samsung Earbuds,115,negative,Touch controls feel unresponsive.,2,2025-02-05
Samsung Earbuds,116,negative,Hurt my ears after long use.,1,2025-03-17
Samsung Earbuds,117,negative,Design feels cheap.,2,2025-03-04
Samsung Earbuds,118,negative,Bass is too weak.,1,2025-02-05
Samsung Earbuds,119,negative,Sound quality is disappointing.,1,2025-11-06
Samsung Earbuds,120,negative,Design feels cheap.,1,2025-08-05
Samsung Earbuds,121,negative,Sound quality is disappointing.,1,2025-09-12
Samsung Earbuds,122,negative,Battery drains too fast.,2,2025-09-23
Samsung Earbuds,123,negative,Connectivity keeps dropping.,1,2025-02-17
Samsung Earbuds,124,negative,Hurt my ears after long use.,0,2025-09-10
Samsung Earbuds,125,negative,Design feels cheap.,2,2025-02-20
Samsung Earbuds,126,negative,Sound quality is disappointing.,1,2025-03-02
Samsung Earbuds,127,negative,Battery drains too fast.,1,2025-07-13
Samsung Earbuds,128,negative,Bass is too weak.,0,2025-10-13
Samsung Earbuds,129,negative,Battery drains too fast.,1,2025-03-11
Samsung Earbuds,130,negative,Charging case scratches easily.,1,2025-10-18
Samsung Earbuds,131,negative,Bass is too weak.,1,2025-01-30
Samsung Earbuds,132,negative,Connectivity keeps dropping.,0,2025-02-27
Samsung Earbuds,133,negative,Touch controls feel unresponsive.,2,2025-06-30
Samsung Earbuds,134,negative,Battery drains too fast.,2,2025-04-03
Samsung Earbuds,135,negative,Hurt my ears after long use.,2,2025-10-01
Samsung Earbuds,136,negative,Noise cancellation barely works.,1,2025-11-10
Samsung Earbuds,137,negative,Bass is too weak.,2,2025-04-11
Samsung Earbuds,138,negative,They fall out of my ears often.,2,2025-07-01
Samsung Earbuds,139,negative,Sound quality is disappointing.,0,2025-05-29
Samsung Earbuds,140,negative,Sound quality is disappointing.,1,2025-09-02
Samsung Earbuds,141,negative,Battery drains too fast.,2,2025-07-02
Samsung Earbuds,142,negative,Sound quality is disappointing.,2,2025-10-13
Samsung Earbuds,143,negative,Battery drains too fast.,2,2025-10-12
Samsung Earbuds,144,negative,Design feels cheap.,0,2025-03-18
Samsung Earbuds,145,negative,They fall out of my ears often.,0,2025-06-08
Samsung Earbuds,146,negative,Connectivity keeps dropping.,1,2025-09-06
Samsung Earbuds,147,negative,Hurt my ears after long use.,2,2025-05-27
Samsung Earbuds,148,negative,Bass is too weak.,2,2024-12-31
Samsung Earbuds,149,negative,Charging case scratches easily.,1,2025-01-19
Samsung Earbuds,150,negative,Touch controls feel unresponsive.,2,2025-08-02
Samsung Earbuds,151,negative,Noise cancellation barely works.,0,2025-07-20
Samsung Earbuds,152,negative,Design feels cheap.,0,2025-08-26
Samsung Earbuds,153,negative,They fall out of my ears often.,1,2025-04-19
Samsung Earbuds,154,negative,Touch controls feel unresponsive.,1,2025-05-21
Samsung Earbuds,155,negative,Noise cancellation barely works.,0,2025-08-19
Samsung Earbuds,156,negative,Charging case scratches easily.,2,2025-07-24
Samsung Earbuds,157,negative,Hurt my ears after long use.,0,2025-11-25
Samsung Earbuds,158,negative,Touch controls feel unresponsive.,0,2025-08-08
Samsung Earbuds,159,negative,Sound quality is disappointing.,2,2025-09-02
Samsung Earbuds,160,negative,Touch controls feel unresponsive.,0,2025-01-23
Samsung Earbuds,161,negative,Design feels cheap.,2,2025-11-02
Samsung Earbuds,162,negative,Sound quality is disappointing.,0,2025-05-08
Samsung Earbuds,163,negative,Sound quality is disappointing.,0,2025-03-22
Samsung Earbuds,164,negative,Touch controls feel unresponsive.,1,2025-03-01
Samsung Earbuds,165,negative,Battery drains too fast.,2,2025-04-10
Samsung Earbuds,166,negative,Charging case scratches easily.,1,2024-12-28
Samsung Earbuds,167,negative,Sound quality is disappointing.,1,2025-01-22
Samsung Earbuds,168,negative,Bass is too weak.,1,2025-04-16
Samsung Earbuds,169,negative,Battery drains too fast.,1,2025-01-20
Samsung Earbuds,170,negative,Sound quality is disappointing.,2,2025-06-30
Samsung Earbuds,171,negative,Hurt my ears after long use.,2,2025-08-25
Samsung Earbuds,172,negative,Battery drains too fast.,2,2025-03-29
Samsung Earbuds,173,negative,Noise cancellation barely works.,0,2025-01-27
Samsung Earbuds,174,negative,Battery drains too fast.,1,2025-01-15
Samsung Earbuds,175,negative,Sound quality is disappointing.,0,2025-09-16
Samsung Earbuds,176,negative,Sound quality is disappointing.,1,2024-12-13
Samsung Earbuds,177,negative,Charging case scratches easily.,1,2025-06-12
Samsung Earbuds,178,negative,Noise cancellation barely works.,1,2024-11-28
Samsung Earbuds,179,negative,They fall out of my ears often.,2,2025-07-04
Samsung Earbuds,180,negative,They fall out of my ears often.,0,2025-02-14
Samsung Earbuds,181,negative,Bass is too weak.,0,2025-06-16
Samsung Earbuds,182,negative,Noise cancellation barely works.,2,2025-01-24
Samsung Earbuds,183,negative,Charging case scratches easily.,1,2025-03-19
Samsung Earbuds,184,negative,Design feels cheap.,2,2025-05-21
Samsung Earbuds,185,negative,Charging case scratches easily.,0,2025-08-21
Samsung Earbuds,186,negative,Hurt my ears after long use.,1,2025-07-25
Samsung Earbuds,187,negative,Hurt my ears after long use.,1,2025-08-24
Samsung Earbuds,188,negative,Noise cancellation barely works.,2,2025-08-31
Samsung Earbuds,189,negative,Sound quality is disappointing.,1,2025-07-20
Samsung Earbuds,190,negative,Sound quality is disappointing.,0,2025-08-25
Samsung Earbuds,191,negative,Hurt my ears after long use.,0,2025-11-03
Samsung Earbuds,192,negative,Connectivity keeps dropping.,0,2025-11-01
Samsung Earbuds,193,negative,Charging case scratches easily.,2,2025-08-15
Samsung Earbuds,194,negative,They fall out of my ears often.,1,2025-02-22
Samsung Earbuds,195,negative,Connectivity keeps dropping.,1,2025-01-11
Samsung Earbuds,196,negative,Design feels cheap.,0,2025-07-19
Samsung Earbuds,197,negative,Touch controls feel unresponsive.,0,2025-04-11
Samsung Earbuds,198,negative,Noise cancellation barely works.,2,2025-01-12
Samsung Earbuds,199,negative,Battery drains too fast.,1,2025-03-09
Samsung Earbuds,200,negative,Battery drains too fast.,2,2025-07-05
