product_name,opinion_id,sentiment,opinion,score,date
The Great Gatsby,87,positive,"Absolutely loved it. A beautifully tragic tale of obsession, longing, and illusion. Fitzgerald at his best.",5,2025-11-26
The Great Gatsby,88,positive,"Engaging and beautifully written, but I thought the plot could have been more dynamic.",4,2025-11-26
The Great Gatsby,89,positive,A stunning commentary on the pursuit of happiness through wealth and status. Beautifully executed.,5,2025-11-26
The Great Gatsby,90,neutral,"An interesting story, but I wasn’t overly moved by it. It left me with mixed feelings.",3,2025-11-26
The Great Gatsby,91,positive,"The writing was exquisite, and the symbolism was powerful, but the plot felt a little predictable.",4,2025-11-26
The Great Gatsby,92,positive,"The Great Gatsby is a breathtaking exploration of the fleeting nature of dreams, told with unmatched elegance.",5,2025-11-26
The Great Gatsby,93,negative,"Didn’t enjoy it much. The plot was slow, and the characters seemed unrelatable and superficial.",2,2025-11-26
The Great Gatsby,94,positive,"A tragic, beautifully written tale of love, ambition, and lost dreams. I can’t stop thinking about it.",5,2025-11-26
The Great Gatsby,95,positive,"Great writing and themes, though I found the characters a bit hard to connect with emotionally.",4,2025-11-26
The Great Gatsby,96,neutral,"The book had moments of brilliance, but I didn’t find the overall story as captivating as expected.",3,2025-11-26
The Great Gatsby,97,positive,One of the best books about the American Dream. Fitzgerald’s prose alone is worth reading it.,5,2025-11-26
The Great Gatsby,98,positive,A beautifully crafted story that offers a deep dive into the complexities of human desire.,5,2025-11-26
The Great Gatsby,99,neutral,"A good book, but I struggled to care about the characters. Some parts of the book dragged on for me.",3,2025-11-26
The Great Gatsby,100,positive,"A haunting and beautiful novel about the American Dream, loss, and the dangers of chasing an illusion.",5,2025-11-26
The Great Gatsby,101,positive,An incredible exploration of the American Dream and its flaws. Fitzgerald’s prose is pure elegance.,5,2025-11-26
The Great Gatsby,102,positive,"A masterful story of love, ambition, and tragedy. Every page is full of vivid imagery and emotion.",5,2025-11-26
The Great Gatsby,103,negative,I didn’t feel emotionally connected to any of the characters. The story dragged for me.,2,2025-11-26
The Great Gatsby,104,positive,Such a beautifully written book. The symbolism in every chapter is a work of art.,5,2025-11-26
The Great Gatsby,105,negative,"I struggled to finish this book. The pacing was too slow, and I couldn’t relate to the characters.",1,2025-11-26
The Great Gatsby,106,positive,A timeless tale of unrequited love and the dangers of excess. Fitzgerald’s writing style is unforgettable.,5,2025-11-26
The Great Gatsby,107,positive,"The story is filled with rich, vivid descriptions that transport you to the Jazz Age. Loved every bit of it!",5,2025-11-26
The Great Gatsby,108,negative,"The book felt a bit overhyped to me. The characters didn’t evoke much emotion, and the plot was too predictable.",2,2025-11-26
The Great Gatsby,109,positive,A compelling and tragic tale that really makes you reflect on the cost of chasing an ideal. Beautifully written.,5,2025-11-26
The Great Gatsby,110,positive,Fitzgerald does an amazing job of capturing the greed and desperation of the Roaring Twenties. It’s still relevant today.,5,2025-11-26
The Great Gatsby,111,negative,"The writing style didn’t work for me, and I couldn’t care less about the characters. The plot felt flat.",1,2025-11-26
The Great Gatsby,112,positive,One of my all-time favorites! The beauty of Fitzgerald’s writing and the tragic nature of Gatsby’s dreams is unforgettable.,5,2025-11-26
The Great Gatsby,113,negative,"I found it hard to engage with the characters, and the themes didn’t hit as hard as I expected. Not for me.",2,2025-11-26
The Great Gatsby,114,positive,The book is a sharp critique of materialism and excess. Fitzgerald’s writing feels like poetry.,5,2025-11-26
The Great Gatsby,115,negative,"I didn’t enjoy the book. The characters were unlikeable, and the pace was too slow for me.",2,2025-11-26
The Great Gatsby,116,positive,A beautifully tragic story about the illusions of the American Dream. Fitzgerald’s storytelling is unmatched.,5,2025-11-26
The Great Gatsby,117,positive,A classic that captures the disillusionment of an entire era. Gatsby’s story is heartbreaking yet mesmerizing.,5,2025-11-26
The Great Gatsby,118,negative,"The book felt repetitive, and I had a hard time understanding the deeper meaning. It didn’t leave much of an impact.",2,2025-11-26
The Great Gatsby,119,positive,Such a powerful story about the fragility of dreams and the harsh reality of wealth. A modern classic.,5,2025-11-26
The Great Gatsby,120,negative,"I didn’t get the hype around this book. The characters felt one-dimensional, and the plot didn’t grab me.",1,2025-11-26
The Great Gatsby,121,positive,"The Great Gatsby is a haunting story, perfectly capturing the excess and emptiness of the Jazz Age. Simply beautiful.",5,2025-11-26
The Great Gatsby,122,negative,"I couldn’t connect with any of the characters. The plot felt too slow, and I wasn’t engaged with the story.",2,2025-11-26
The Great Gatsby,123,positive,"Fitzgerald’s genius is undeniable. The themes of love, obsession, and materialism still resonate today.",5,2025-11-26
The Great Gatsby,124,positive,An excellent portrayal of the pitfalls of the American Dream. Fitzgerald’s style and voice are exceptional.,5,2025-11-26
The Great Gatsby,125,negative,"I felt the book lacked depth. The characters were hard to relate to, and the story didn’t hold my attention.",2,2025-11-26
The Great Gatsby,126,positive,"A beautifully tragic tale. The writing is pure gold, and the themes are thought-provoking and deeply meaningful.",5,2025-11-26
The Great Gatsby,127,positive,This book captures the essence of an era so perfectly. Fitzgerald’s writing is unmatched in its elegance and poignancy.,5,2025-11-26
The Great Gatsby,128,negative,"I didn’t care for the book. The characters were unappealing, and I couldn’t connect with the plot or themes.",1,2025-11-26
The Great Gatsby,129,positive,A heartbreaking and beautifully written portrayal of the Jazz Age and the elusive American Dream. A must-read.,5,2025-11-26
The Great Gatsby,130,negative,"I was disappointed. The characters didn’t resonate with me, and the plot was slow and tedious.",2,2025-11-26
The Great Gatsby,131,positive,"A tragic story of ambition and unrequited love, masterfully told. Fitzgerald’s writing will stay with me for a long time.",5,2025-11-26
The Great Gatsby,132,negative,"The story didn’t capture my interest, and I couldn’t connect with any of the characters. Not a fan of the writing style either.",1,2025-11-26
The Great Gatsby,133,positive,"A deeply poignant and unforgettable book. The symbolism, themes, and writing are all exceptional.",5,2025-11-26
The Great Gatsby,134,negative,"I couldn’t get through it. The pacing was far too slow for me, and I didn’t care about the characters.",2,2025-11-26
The Great Gatsby,135,positive,"Gatsby’s tragic story is beautifully told. The writing is exquisite, and the themes resonate on a deep level.",5,2025-11-26
The Great Gatsby,136,negative,"I found it hard to finish this book. The plot felt aimless, and the characters were not interesting at all.",1,2025-11-26
The Great Gatsby,137,positive,This book is a classic for a reason. It’s beautifully written and profoundly insightful about the American Dream.,5,2025-11-26
The Great Gatsby,138,negative,The story didn’t do much for me. I couldn’t connect with the characters or get invested in their struggles.,2,2025-11-26
The Great Gatsby,139,positive,"A powerful critique of the American Dream, beautifully written. Fitzgerald captures the Jazz Age perfectly.",5,2025-11-26
The Great Gatsby,140,negative,"I found the story to be slow, and the characters didn’t hold my attention. I didn’t understand the appeal.",1,2025-11-26
The Great Gatsby,141,positive,"One of the best books I’ve read. The prose is poetic, and the themes of ambition, love, and loss are timeless.",5,2025-11-26
The Great Gatsby,142,negative,"I didn’t enjoy the book. The characters were shallow, and the story didn’t feel compelling to me.",2,2025-11-26
The Great Gatsby,143,positive,Fitzgerald’s portrayal of the Jazz Age and the pursuit of the American Dream is powerful and unforgettable.,5,2025-11-26
The Great Gatsby,144,negative,"I didn’t like the characters, and the plot was far too slow for me. The book didn’t engage me.",1,2025-11-26
The Great Gatsby,145,positive,A story of heartbreak and lost dreams. Fitzgerald’s writing is as captivating as it is tragic.,5,2025-11-26
The Great Gatsby,146,negative,"The book was too slow and too long for me. I didn’t care for the characters, and the plot didn’t do much for me.",2,2025-11-26
The Great Gatsby,147,positive,"The Great Gatsby is an unforgettable tale of hope, ambition, and loss. Beautifully written and hauntingly tragic.",5,2025-11-26
The Great Gatsby,148,negative,"The book felt too predictable, and I wasn’t emotionally moved by the story. Not my favorite classic.",2,2025-11-26
The Great Gatsby,149,positive,A brilliant portrayal of the Jazz Age and the emptiness of wealth. Fitzgerald’s writing is elegant and poetic.,5,2025-11-26
The Great Gatsby,150,negative,"I didn’t understand the hype. The book felt slow, and the characters were unappealing to me.",1,2025-11-26
The Great Gatsby,151,positive,A beautiful story about ambition and the American Dream. Fitzgerald’s writing is poetic and captivating.,5,2025-11-26
The Great Gatsby,152,negative,"The characters didn’t appeal to me, and I struggled with the pacing. It didn’t live up to the hype.",2,2025-11-26
The Great Gatsby,153,positive,"A tragic tale of lost dreams. The writing is exquisite, and the themes still resonate today.",5,2025-11-26
The Great Gatsby,154,negative,"I didn’t care for the writing style, and I found the characters unrelatable. The book didn’t resonate with me.",2,2025-11-26
The Great Gatsby,155,positive,"A timeless classic. The themes of ambition, wealth, and disillusionment are so relevant, and Fitzgerald’s writing is beautiful.",5,2025-11-26
The Great Gatsby,156,negative,"The book felt repetitive, and the plot didn’t hold my attention. I couldn’t connect with the characters.",2,2025-11-26
The Great Gatsby,157,positive,Fitzgerald captures the disillusionment of the American Dream in such a powerful and heartbreaking way. A masterpiece.,5,2025-11-26
The Great Gatsby,158,negative,I found the characters shallow and the plot too slow. I couldn’t get into it at all.,1,2025-11-26
The Great Gatsby,159,positive,An absolutely brilliant story that explores the fragility of dreams. Fitzgerald’s writing is unmatched in its beauty.,5,2025-11-26
The Great Gatsby,160,negative,"The book was hard to get through. The pacing was slow, and the characters didn’t hold my interest.",2,2025-11-26
The Great Gatsby,161,positive,The Great Gatsby is a story about unrequited love and ambition that is timeless and deeply affecting. A must-read.,5,2025-11-26
The Great Gatsby,162,negative,"I found the book hard to follow, and I didn’t connect with the characters. The pacing was also an issue for me.",2,2025-11-26
The Great Gatsby,163,positive,A hauntingly beautiful novel that captures the emptiness of the Jazz Age and the destruction of the American Dream.,5,2025-11-26
The Great Gatsby,164,negative,"The writing felt pretentious, and I couldn’t bring myself to care about any of the characters. Didn’t enjoy it.",1,2025-11-26
The Great Gatsby,165,positive,A heartbreaking and poetic tale. Fitzgerald’s exploration of the Jazz Age is masterful and poignant.,5,2025-11-26
The Great Gatsby,166,negative,"I didn’t see the point of the book. The characters were all unlikeable, and the story didn’t interest me.",1,2025-11-26
The Great Gatsby,167,positive,"Simply an extraordinary novel. The themes of love, loss, and the American Dream are so beautifully depicted.",5,2025-11-26
The Great Gatsby,168,negative,"The plot was too slow, and the characters were shallow. I didn’t connect with the story at all.",2,2025-11-26
The Great Gatsby,169,positive,A beautifully tragic story about dreams and reality. Fitzgerald’s prose is unmatched in elegance.,5,2025-11-26
The Great Gatsby,170,negative,"I just didn’t get into it. The characters felt fake, and the plot was too predictable for me.",2,2025-11-26
The Great Gatsby,171,positive,"A timeless classic that holds up even today. Fitzgerald’s writing is exceptional, and the themes are thought-provoking.",5,2025-11-26
The Great Gatsby,172,negative,"The book was slow, and I couldn’t empathize with any of the characters. I didn’t find it engaging.",2,2025-11-26
The Great Gatsby,173,positive,A beautiful exploration of the pursuit of wealth and love. Fitzgerald’s prose is poetic and evocative.,5,2025-11-26
The Great Gatsby,174,negative,"The story didn’t capture my attention, and the characters didn’t resonate with me at all.",2,2025-11-26
The Great Gatsby,175,positive,A masterpiece. Fitzgerald’s depiction of the Jazz Age and the failure of the American Dream is both heartbreaking and insightful.,5,2025-11-26
The Great Gatsby,176,negative,"I didn’t like the characters, and the plot was too slow for my taste. I couldn’t get into the story.",1,2025-11-26
The Great Gatsby,177,positive,"An exquisite portrayal of longing, wealth, and loss. Fitzgerald’s writing is poetic and compelling.",5,2025-11-26
The Great Gatsby,178,negative,"I didn’t find this book engaging at all. The pacing was slow, and I couldn’t connect with any of the characters.",1,2025-11-26
The Great Gatsby,179,positive,"Fitzgerald’s storytelling is impeccable. A beautifully tragic tale about love, hope, and loss.",5,2025-11-26
The Great Gatsby,180,negative,"The plot felt repetitive, and the characters were unappealing to me. I couldn’t finish it.",1,2025-11-26
The Great Gatsby,181,positive,A powerful and haunting story about the fragility of the American Dream. Fitzgerald’s writing is exceptional.,5,2025-11-26
The Great Gatsby,182,negative,"The book didn’t captivate me. The characters were shallow, and the story didn’t engage me.",2,2025-11-26
The Great Gatsby,183,positive,"An unforgettable novel about hope, loss, and the American Dream. Fitzgerald’s writing is breathtaking.",5,2025-11-26
The Great Gatsby,184,negative,"The writing didn’t work for me, and I found it hard to care about the characters. I didn’t enjoy the story.",2,2025-11-26
The Great Gatsby,185,positive,A beautifully tragic and insightful story about the consequences of chasing false dreams. Fitzgerald’s writing is exquisite.,5,2025-11-26
The Great Gatsby,186,negative,I couldn’t connect with the characters or the story. The book felt very slow and hard to follow.,1,2025-11-26
The Great Gatsby,187,positive,"A profound and timeless story. Fitzgerald’s prose is flawless, and the story will stay with me forever.",5,2025-11-26
The Great Gatsby,188,negative,"I didn’t care for the characters, and the story didn’t engage me. I found the pacing too slow.",2,2025-11-26
The Great Gatsby,189,positive,A stunning exploration of ambition and love. Fitzgerald captures the emptiness of the American Dream perfectly.,5,2025-11-26
The Great Gatsby,190,negative,"I couldn’t finish the book. The characters didn’t feel real, and the story was hard to get into.",1,2025-11-26
The Great Gatsby,191,positive,"Fitzgerald’s depiction of the Jazz Age is exceptional. The themes of love, wealth, and tragedy are still relevant today.",5,2025-11-26
The Great Gatsby,192,negative,"The writing was too slow for me, and I couldn’t connect with any of the characters. I didn’t enjoy it.",2,2025-11-26
The Great Gatsby,193,positive,"A beautifully written story about love, obsession, and the American Dream. Fitzgerald’s prose is lyrical.",5,2025-11-26
The Great Gatsby,194,negative,"The story didn’t live up to the hype. I didn’t like the characters, and the plot was too slow for me.",2,2025-11-26
The Great Gatsby,195,positive,"A stunning, tragic tale that captures the dreams and disillusionments of an entire era. Fitzgerald’s writing is top-notch.",5,2025-11-26
The Great Gatsby,196,negative,"I couldn’t finish it. The book was too slow, and the characters were unlikable.",1,2025-11-26
The Great Gatsby,197,positive,A timeless tale about the fragility of dreams and the excesses of the Jazz Age. Fitzgerald’s writing is flawless.,5,2025-11-26
The Great Gatsby,198,negative,"The book didn’t grab me. The characters were shallow, and the plot felt aimless.",2,2025-11-26
The Great Gatsby,199,positive,An unforgettable classic. Fitzgerald’s poetic style and exploration of love and ambition make this a must-read.,5,2025-11-26
The Great Gatsby,200,negative,"I found the book tedious and boring. The characters were uninteresting, and the pacing was slow.",1,2025-11-26
